0,-8.66168
1,-2.74963
2,11.4786
3,4.44648
4,12.49745
5,16.17288
6,-2.05306
7,7.13601
8,2.86573
9,14.6419
10,12.61868
11,-1.67335
12,3.91185
13,14.4546
14,2.49904
15,-3.23413
16,19.76632
17,6.88214
18,22.22657
19,5.42752
20,-5.18432
21,15.96551
22,16.3691
23,10.26227
24,9.91379
25,11.67766
26,15.55703
27,14.60486
28,21.45853
29,18.68246
30,21.47341
31,15.24858
32,14.30537
33,5.61875
34,15.49426
35,20.06694
36,14.41394
37,24.47298
38,33.23068
39,34.24114
40,23.06011
41,21.02081
42,27.20582
43,24.95321
44,32.24412
45,34.30609
46,39.22632
47,34.60855
48,45.56714
49,47.43785
50,45.47443
51,36.27503
52,41.65269
53,40.45931
54,28.19569
55,42.85297
56,36.98374
57,37.0033
58,38.10583
59,39.65412
60,45.49338
61,33.80222
62,34.19626
63,56.02023
64,52.93391
65,38.0068
66,34.84033
67,51.11497
68,50.77385
69,38.0233
70,34.23458
71,46.19194
72,49.77916
73,40.1213
74,42.67416
75,48.37022
76,38.42907
77,36.37607
78,34.84398
79,33.47505
80,37.46746
81,27.88429
82,40.36918
83,42.11673
84,46.13108
85,52.92042
86,48.37719
87,62.39361
88,52.38442
89,58.80126
90,46.8278
91,43.93769
92,49.84747
93,66.14936
94,37.04933
95,44.37599
96,55.62322
97,51.31761
98,36.09516
99,49.58025
100,48.38481
101,47.57881
102,46.44171
103,50.38581
104,57.8138
105,51.95829
106,40.77326
107,38.61105
108,46.0767
109,52.4346
110,54.02357
111,48.64777
112,45.452
113,32.1341
114,36.96131
115,41.22417
116,51.33276
117,60.25697
118,55.60361
119,55.48447
120,35.50143
121,54.26858
122,48.11205
123,56.05923
124,38.07858
125,37.41376
126,50.54679
127,37.29219
128,43.23765
129,59.25201
130,58.34086
131,40.72339
132,37.48854
133,57.61145
134,45.97002
135,52.0095
136,53.59522
137,48.59685
138,70.15298
139,63.91088
140,57.98042
141,34.65843
142,70.01907
143,54.46
144,41.92673
145,61.00256
146,58.12648
147,65.33
148,56.76895
149,53.40216
150,60.18434
151,53.24898
152,54.38871
153,64.3553
154,58.70196
155,70.08865
156,59.46988
157,59.34123
158,56.99799
159,76.9971
160,68.95003
161,77.16659
162,74.57146
163,57.30526
164,68.64463
165,61.97859
166,55.4438
167,66.05356
168,73.46977
169,57.43622
170,63.1545
171,65.02789
172,71.45021
173,67.70122
174,49.31844
175,63.59223
176,66.2741
177,51.38403
178,66.45102
179,67.32131
180,70.96651
181,58.3653
182,67.2809
183,76.29318
184,61.28381
185,68.91497
186,71.63092
187,81.685
188,82.33683
189,70.07892
190,58.29648
191,75.98257
192,70.27636
193,72.19073
194,67.8118
195,70.02656
196,70.53555
197,78.6058
198,76.44135
199,80.40667
200,85.51707
201,81.55847
202,62.6606
203,73.23274
204,81.63504
205,78.8239
206,69.87135
207,81.60786
208,90.41249
209,79.28433
210,83.19489
211,79.44321
212,91.84689
213,92.12599
214,91.64646
215,88.86586
216,80.80982
217,100.9812
218,87.50852
219,93.1201
220,94.26414
221,96.03688
222,94.01529
223,92.63447
224,89.51577
225,83.74375
226,100.0463
227,91.83362
228,97.43334
229,107.4886
230,105.96847
231,101.34752
232,91.6072
233,108.75587
234,101.98876
235,93.63675
236,81.34593
237,102.14764
238,96.89869
239,79.9888
240,98.37877
241,97.33622
242,100.67432
243,101.72539
244,108.82482
245,103.59895
246,92.31294
247,99.47032
248,97.7028
249,92.59857
250,107.68438
251,101.72465
252,85.28486
253,90.43233
254,103.50292
255,93.50245
256,92.96494
257,83.74332
258,104.78129
259,97.23882
260,100.43463
261,94.22502
262,98.84164
263,121.83796
264,87.11669
265,103.18131
266,97.43777
267,80.63149
268,99.19077
269,90.89466
270,92.2024
271,98.62067
272,99.20671
273,102.02071
274,86.54322
275,103.33212
276,93.73135
277,112.86676
278,106.74538
279,99.86986
280,108.7522
281,113.74854
282,99.84944
283,120.40828
284,119.20781
285,103.68748
286,111.93379
287,77.20933
288,108.3751
289,103.59027
290,101.97658
291,124.65981
292,109.0628
293,119.50479
294,98.72751
295,102.69205
296,107.98513
297,97.69341
298,108.70662
299,118.0547
